COG_number,taxon,LFQ intensity HiSF_14spcs_m04_2_147,LFQ intensity HiSF_14spcs_m06_2_148,LFQ intensity HiSF_14spcs_m07_2_149,LFQ intensity HiSF_14spcs_m10_2_150,LFQ intensity HiSF_14spcs_m13_2_151,LFQ intensity HiSF_15spcs_m03_1_132,LFQ intensity HiSF_15spcs_m07_1_133,LFQ intensity HiSF_15spcs_m09_1_134,LFQ intensity HiSF_15spcs_m14_1_136,LFQ intensity PEFi_14spcs_m00_0_127,LFQ intensity PEFi_14spcs_m01_1_128,LFQ intensity PEFi_14spcs_m02_1_129,LFQ intensity PEFi_14spcs_m04_1_130,LFQ intensity PEFi_14spcs_m13_1_131,LFQ intensity PEFi_15spcs_m05_2_142,LFQ intensity PEFi_15spcs_m08_2_143,LFQ intensity PEFi_15spcs_m09_2_144,LFQ intensity PEFi_15spcs_m12_2_145,LFQ intensity PEFi_15spcs_m14_2_146
COG0612,Odoribacter splanchnicus TSDC17.2,4546800,9617200,16994000,12552000,7375600,0,2671300,4176300,3475300,4970700,2459100,2729000,3008300,1845200,0,0,1747900,0,1951000
COG0613,Parabacteroides distasonis TSDC17.2,0,0,0,0,225550,0,0,184430,0,0,0,0,0,0,0,0,0,0,0
COG0614,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,0,0,341320,361380,455130,0,0,0,0,0
COG0614,Bacteroides thetaiotaomicron VPI-5482,12850000,12659000,23317000,13950000,16721000,20805000,11267000,14211000,14930000,10831000,14153000,10230000,10388000,12434000,11759000,5758100,11704000,16077000,12650000
COG0614,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,1064700,642020,0,5732000,3061300,2735200,2514400,3687800,873860,1205300,1927100,1385100,2676900
COG0614,Bacteroides thetaiotaomicron VPI-5482,319730,984690,0,0,907690,980670,817050,1670500,623730,2898600,1211200,2047100,1178400,1603400,1699000,846840,1245500,4882900,525980
COG0614,Bacteroides thetaiotaomicron VPI-5482,57662000,37915000,43518000,49436000,42089000,98631000,41280000,84923000,55792000,36031000,19239000,20004000,34913000,21598000,70644000,61229000,46076000,62797000,66483000
COG0614,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0614,Bacteroides thetaiotaomicron VPI-5482,3149900,2248600,5178300,2585000,2824600,4558900,5532500,9155500,6686300,4045700,3683600,3035600,4180500,3579300,5786200,6108800,5435600,8963600,6909800
COG0614,Bacteroides thetaiotaomicron VPI-5482,1665900,1880600,1870700,2332500,2260000,2811600,3010200,1438700,586940,954270,1837200,971210,1070100,837780,1261100,1029800,4340800,2199600,2000300
COG0614,Bacteroides thetaiotaomicron VPI-5482,0,0,2492400,785920,1853600,0,2176800,1495800,1571300,0,1087800,0,0,1031800,1585500,0,0,0,0
COG0614,Bacteroides thetaiotaomicron VPI-5482,5319300,8757400,2491700,3039500,3986500,2223500,2608400,2507200,2590700,2832300,1394000,1284800,0,1344500,2764200,0,672040,2987800,0
COG0614,Bacteroides thetaiotaomicron VPI-5482,11286000,5090100,5265400,3893300,5617100,6416300,7695000,6231900,8082800,5214000,6670600,3861800,3171900,4351700,4147300,6997600,3144100,4893200,2172900
COG0614,Bacteroides thetaiotaomicron VPI-5482,4098700,0,812960,0,3355700,0,0,0,0,12527000,10803000,5361600,8672400,8322900,14309000,13500000,11128000,16664000,8996700
COG0614,Bacteroides thetaiotaomicron VPI-5482,31628000,27087000,23564000,3950000,30472000,39729000,16405000,18447000,23413000,20188000,20177000,10338000,6404100,16141000,24437000,34893000,10766000,115060000,21767000
COG0614,Bacteroides thetaiotaomicron VPI-5482,6423000,5876900,9550600,9202800,5150800,6273400,7276300,9451600,11844000,7337300,7407500,6230700,6833500,7490500,6222100,6034500,7634300,9966900,8988600
COG0614,Bacteroides vulgatus ATCC 8482,343160,1476200,337920,686370,1193200,781970,0,0,0,3342900,416070,4065300,694490,1987400,2551600,455810,0,0,0
COG0614,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0614,Bacteroides ovatus,0,491420,0,0,0,0,0,1839100,0,730840,0,906950,545820,520250,0,0,0,0,0
COG0614,Bacteroides ovatus,86405000,62134000,100400000,88787000,85818000,28282000,10630000,20598000,23247000,309980000,246620000,228670000,209500000,155640000,74464000,112430000,113860000,65664000,88084000
COG0614,Bacteroides ovatus,2185500,3780500,0,1543500,1713200,996550,0,0,0,2492800,2092100,2096200,1810300,1221900,1108500,1179500,1801300,821850,0
COG0614,Bacteroides ovatus,0,0,0,0,0,0,0,0,0,330460,0,0,0,0,0,0,0,0,0
COG0614,Bacteroides ovatus,1948900,2883500,2465600,3435200,2308800,1026300,0,0,0,4774100,3921900,3657000,1648800,1339200,1892700,0,1209000,0,1005100
COG0614,Bacteroides ovatus,596150,474880,9378600,799620,1855300,2774700,9188800,810210,374750,119350000,128350000,123060000,98845000,83435000,123850000,89158000,103740000,150730000,121060000
COG0614,Bacteroides cellulosilyticus,1324100,0,2210200,0,0,0,2361700,1428300,2246600,0,0,0,385180,0,384520,6910300,942080,1527400,800010
COG0614,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337920,381510,0,477540,222980
COG0614,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356870,0,913340,426530
COG0614,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621000,1104900,3733000,933840,320070
COG0614,Bacteroides cellulosilyticus,0,0,0,0,0,4370300,0,3396900,2886400,1200500,0,0,0,0,841670,1728800,2059400,3394100,3905200
COG0614,Bacteroides cellulosilyticus,59281,0,0,0,0,71285000,161750000,208740000,183350000,704310,712990,301110,144890,134800,49317000,31122000,35934000,49275000,16130000
COG0614,Bacteroides caccae TSDC17.2,0,0,0,0,0,0,1687800,0,0,0,0,0,0,0,0,0,0,0,0
COG0614,Bacteroides caccae TSDC17.2,67433000,39263000,33637000,31771000,28044000,32944000,64579000,30949000,43721000,33042000,16947000,20708000,19426000,23094000,17778000,20036000,25524000,15720000,16605000
COG0614,Bacteroides caccae TSDC17.2,73699000,87512000,101900000,75539000,89625000,114340000,155120000,109360000,109790000,39196000,30756000,29015000,30604000,36162000,67448000,60112000,51976000,113370000,70187000
COG0614,Bacteroides caccae TSDC17.2,0,0,0,0,0,0,0,0,0,173510,0,0,0,0,0,0,0,0,0
COG0614,Bacteroides caccae TSDC17.2,13448000,52826000,37327000,27620000,20709000,87477000,41852000,53647000,60966000,55986000,39499000,52738000,46482000,66925000,30987000,43868000,94428000,32268000,103800000
COG0614,Bacteroides caccae TSDC17.2,4982600,7114600,3297800,5643200,2587400,6380400,3866000,1068500,1517000,2293500,1077000,1012200,1873000,2378800,2612500,3826800,6091100,2073000,7928800
COG0614,Bacteroides finegoldii TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208810,0
COG0614,Bacteroides massiliensis TSDC17.2,0,0,10486000,0,141220,206940,0,0,0,0,0,0,0,0,0,0,0,13981000,0
COG0614,Odoribacter splanchnicus TSDC17.2,0,1524200,1913700,2786700,0,298300,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0614,Odoribacter splanchnicus TSDC17.2,288200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0614,Subdoligranulum variabile TSDC17.2,0,0,0,1242500,0,0,728000,0,0,338040,0,0,0,0,1707000,0,965170,0,0
COG0614,Subdoligranulum variabile TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0615,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412150,0,574070,0
COG0615,Escherichia coli TSDC17.2,5278000,2214800,4143000,5694400,5957700,3796300,4963900,5599700,6970900,1810200,2640600,0,0,1158700,2277500,1414500,4917600,4441700,3752000
COG0615,Parabacteroides distasonis TSDC17.2,3929300,4267200,3822900,2614300,3481200,2865700,5902700,6051600,5822000,1836900,2026900,1249400,1627900,813670,1234700,2833700,1491800,2186300,933540
COG0616,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,1529300,0,0,991630,803880,1381900,0,0,0,0
COG0616,Bacteroides vulgatus ATCC 8482,0,1042200,1049000,899010,812020,1118500,1411900,1088300,1683400,1344100,827630,948090,850120,1083500,1489600,920320,381730,400620,528720
COG0616,Bacteroides ovatus,11058000,13214000,7788900,27813000,13705000,8186000,5502800,10279000,7935900,20798000,12939000,5591400,15811000,9304600,10571000,17199000,7606200,1255200,11992000
COG0616,Bacteroides cellulosilyticus,1639300,2820300,540620,3081400,2030800,29825000,57837000,41290000,44800000,2441000,2756000,1522800,2817200,3500400,22737000,23389000,23079000,39239000,39960000
COG0616,Bacteroides caccae TSDC17.2,0,173560,0,0,0,0,0,0,0,2002300,887250,0,0,0,0,826650,269120,0,0
COG0616,Escherichia coli TSDC17.2,0,0,0,663010,3610000,0,0,0,0,824260,530690,0,252990,584530,0,0,0,0,1515700
COG0616,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0617,Escherichia coli TSDC17.2,0,789010,0,0,582260,0,1119700,0,0,0,0,0,286520,258490,295810,562380,570850,440910,594890
COG0618,Bacteroides vulgatus ATCC 8482,0,829110,0,582280,0,0,1728500,0,0,1177300,1171500,814430,976400,1059200,1553200,877530,0,200750,225900
COG0618,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,488280,0,0,0,0,0,0,0,649860,0,538510
COG0619,Subdoligranulum variabile TSDC17.2,0,0,0,0,0,0,0,0,0,626430,0,0,0,0,0,0,0,0,0
COG0620,Collinsella aerofaciens TSDC17.2,61442000,77287000,49350000,143180000,102040000,69779000,96817000,70501000,117230000,46212000,60079000,45223000,33924000,73141000,87422000,70868000,23256000,22979000,37714000
COG0620,Escherichia coli TSDC17.2,0,467030,0,0,0,0,0,0,0,0,0,0,0,319740,0,0,0,0,0
COG0621,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,875210,0,635740,634250,0,499620,0,0,0,358630,0,0
COG0621,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0621,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,771370,0,0,0,0,0,0,0,0,0
COG0621,Bacteroides ovatus,1749000,779660,1985900,778000,1164100,1194300,0,0,671240,1960700,640260,1109000,1004900,0,586220,0,434010,2056400,1628700
COG0621,Bacteroides ovatus,6122700,2084400,1698900,4003700,0,4287300,4588300,0,1843500,4552400,4353200,4609600,3892500,4066300,3819400,5712400,3758600,4967100,4881700
COG0621,Bacteroides cellulosilyticus,0,0,0,0,0,0,527680,1240400,0,1118500,439800,1014300,789500,1216200,1760700,1300800,2016900,1869200,0
COG0621,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,148110,0,0,0,0,0,0,0,0,0,0,0
COG0621,Bacteroides caccae TSDC17.2,0,0,0,0,0,0,0,0,0,454630,391440,0,193210,0,0,0,449660,0,0
COG0621,Bacteroides caccae TSDC17.2,0,0,0,0,0,0,0,245540,271810,0,0,0,0,807060,0,0,0,0,0
COG0621,Collinsella aerofaciens TSDC17.2,0,504930,0,789820,618300,0,0,0,0,0,299910,0,0,0,0,0,297390,103500,312590
COG0621,Collinsella aerofaciens TSDC17.2,0,851790,0,1066000,934450,464140,0,1486500,0,0,424120,0,0,0,0,0,758860,0,0
COG0621,Escherichia coli TSDC17.2,0,0,643520,1002600,938960,0,0,0,0,751970,510970,673540,515470,626340,661090,941770,540320,2686500,3654400
COG0621,Escherichia coli TSDC17.2,1231500,3867100,1710100,2436100,2247300,0,3700800,2487200,3198200,1580800,2771700,0,3274900,1560800,0,1606000,3294000,3019300,4287900
COG0621,Parabacteroides distasonis TSDC17.2,1402700,0,1406900,6732700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0622,Bacteroides cellulosilyticus,0,0,0,0,0,264220,346220,0,0,0,0,0,0,0,0,0,0,1059000,370570
COG0622,Bacteroides caccae TSDC17.2,0,1006500,1029300,653010,2098600,453750,1096400,1823500,279170,632410,632990,1245700,494140,916960,868280,734580,299820,813620,585340
COG0622,Collinsella aerofaciens TSDC17.2,495060,613750,0,716580,447870,0,468350,0,539800,89391,0,0,0,0,247260,294520,0,0,173030
COG0622,Escherichia coli TSDC17.2,7743300,10480000,9437300,10472000,10469000,10283000,5699300,440140,4120800,394430,1130000,0,2074600,2071700,4207400,4464300,0,8100200,4940400
COG0623,Bacteroides thetaiotaomicron VPI-5482,0,0,0,101790,0,0,0,0,0,2320600,0,3119000,2438000,2609600,3027700,2244900,1396000,1735500,1006800
COG0623,Bacteroides vulgatus ATCC 8482,32674000,26545000,29862000,32628000,26281000,42342000,41094000,24099000,49550000,64123000,58499000,55476000,48833000,61680000,56775000,69703000,65535000,26128000,70436000
COG0623,Bacteroides ovatus,1042200,1488900,1424200,2011000,1461400,0,0,94414,0,1972900,2010500,2148700,1835600,1172000,689820,724460,1364300,242430,789860
COG0623,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493240,0,0,0
COG0623,Bacteroides massiliensis TSDC17.2,4993400,3731500,6887100,4661400,5086800,4047300,5217000,4728300,5604100,0,0,0,4521200,0,3697100,0,4129700,2452700,3809200
COG0623,Escherichia coli TSDC17.2,13978000,22747000,38833000,33242000,42876000,22683000,30872000,33336000,34346000,14293000,25457000,27198000,20925000,21657000,27273000,15508000,30377000,53743000,48915000
COG0623,Odoribacter splanchnicus TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0623,Parabacteroides distasonis TSDC17.2,0,0,0,0,0,0,2407700,0,2482000,578150,862510,0,801870,0,784330,924400,1286400,0,0
COG0624,Bacteroides thetaiotaomicron VPI-5482,0,1361600,1428000,1532200,1270900,1093500,0,0,0,3347700,3477300,4301300,3602900,2910900,1122700,3742300,2056400,0,3522300
COG0624,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,1783200,1136900,1554700,1393700,1214800,3805200,0,1358900,0,0
COG0624,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0624,Bacteroides ovatus,0,0,217770,222370,0,0,0,0,0,418720,141010,341100,655120,310820,156980,255690,0,0,301850
COG0624,Bacteroides cellulosilyticus,0,337530,95073,357840,695250,1237700,0,4233700,0,1478500,596360,1249200,1164400,1055100,1413800,4320700,4955400,4769700,6437400
COG0624,Bacteroides cellulosilyticus,744230,0,0,0,0,0,0,0,0,0,0,0,0,0,1462400,1290200,0,1333600,1688200
COG0624,Bacteroides caccae TSDC17.2,0,2624500,0,1477000,1279800,3091000,4547700,4845400,2764000,0,0,0,0,591580,1033500,0,0,0,0
COG0624,Collinsella aerofaciens TSDC17.2,340200,773450,1144600,1186600,600630,1436200,2383900,1239600,2021300,354230,0,0,0,585490,731350,1846800,0,0,0
COG0624,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0624,Escherichia coli TSDC17.2,132010000,210100000,165920000,172050000,148760000,170040000,115160000,213500000,154430000,64512000,36972000,37617000,40258000,27288000,81765000,64507000,61956000,55349000,73051000
COG0624,Escherichia coli TSDC17.2,0,1104600,1048400,1079600,1079800,0,0,0,0,717800,0,0,0,0,0,0,0,0,0
COG0624,Odoribacter splanchnicus TSDC17.2,24120000,27453000,4726400,12147000,13692000,1522400,770270,694070,1356200,2236600,3193800,653260,4795400,9230900,210200,204080,1714900,0,0
COG0624,Parabacteroides distasonis TSDC17.2,866110,810400,632910,674940,788790,0,2683700,0,0,0,1165600,296070,526260,343040,0,0,194410,915280,302910
COG0624,Subdoligranulum variabile TSDC17.2,0,0,0,0,0,0,0,0,0,648720,0,0,0,933850,0,0,0,0,1133700
COG0625,Escherichia coli TSDC17.2,11122000,20231000,16205000,18362000,27744000,19193000,38173000,23207000,37762000,9753800,14593000,12571000,16359000,13488000,15448000,10079000,16656000,23273000,23542000
COG0625,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,260170,0,622830,418680,851180,837210,1095200,214350,659200,653680,697440,1550300
COG0625,Escherichia coli TSDC17.2,2935200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34652,0
COG0625,Escherichia coli TSDC17.2,6678000,7877300,7496100,8890700,6982000,2366000,8480900,6858000,9525700,8824800,6901500,8338300,8029400,6845300,6854500,10535000,12663000,7196000,15810000
COG0627,Bacteroides thetaiotaomicron VPI-5482,0,659390,0,0,697620,2349200,0,0,1094600,2122900,2506800,2746500,3179500,3341000,4153900,2610700,1605500,0,2068200
COG0627,Bacteroides ovatus,0,0,458260,0,0,0,0,0,0,1126700,1195300,1260400,1250000,888810,0,0,605300,0,458960
COG0627,Bacteroides cellulosilyticus,0,0,1504500,0,2719700,4308500,0,5500300,4859500,4324300,517170,0,0,680440,3337100,3467100,4013000,0,7621600
COG0627,Bacteroides cellulosilyticus,0,0,0,0,540350,0,0,0,0,0,0,0,0,0,1449100,1506800,1801900,2032400,0
COG0627,Parabacteroides distasonis TSDC17.2,901430,0,0,0,354190,303480,694050,0,0,291870,0,0,0,0,0,0,313480,0,0
COG0628,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,264790,0,0,205920,244360,0,0,0,0,0
COG0629,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,9415600,3924800,7997900,4873800,9076200,0,0,2382000,0,2326500
COG0629,Bacteroides vulgatus ATCC 8482,10910000,6449000,2349100,3977200,0,4116200,3724100,3555500,4468000,3856000,2542800,4184800,4418100,4792400,2609200,0,1626900,1927000,2210800
COG0629,Bacteroides ovatus,15337000,7936500,7688700,7749000,9421000,3753800,2271600,4431600,2987500,6089600,7820900,7133100,9056800,3956900,6188200,4279000,3615500,5776900,2924900
COG0629,Bacteroides cellulosilyticus,0,0,0,0,0,1332500,2469200,1243800,0,0,0,0,0,0,1287800,6274300,3019900,1924300,3220500
COG0629,Bacteroides cellulosilyticus,0,0,0,0,1185100,8313600,10363000,17257000,9033000,2332600,1616800,1325000,0,486240,4749300,10057000,5736400,5618500,8824500
COG0629,Bacteroides caccae TSDC17.2,3974800,23259000,0,12624000,43182000,4659500,3106700,3682200,31107000,761810,3224000,3588900,3031000,5568400,0,1780300,1479800,1746100,14320000
COG0629,Bacteroides caccae TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0629,Bacteroides finegoldii TSDC17.2,471190,460680,0,475910,0,2760100,1092600,1290500,0,6162400,4447000,5217800,5144800,6274600,3062300,12034000,5142000,4061600,4509400
COG0629,Collinsella aerofaciens TSDC17.2,0,0,0,0,0,0,0,0,0,3831400,2521600,2904300,1678200,3573800,0,7609700,1977200,0,12150000
COG0629,Escherichia coli TSDC17.2,942190,2238900,2298500,1924000,3292800,2014000,7196100,4687300,7872200,1421400,0,1104200,1741100,1479500,2747500,1621900,1866700,2814900,1876400
COG0629,Odoribacter splanchnicus TSDC17.2,770060,869060,0,2431400,1008000,0,0,0,0,3117700,2760400,2525200,2539300,2674700,0,0,1164400,0,1140300
COG0629,Parabacteroides distasonis TSDC17.2,0,0,0,0,0,0,0,0,0,790260,313610,687990,712640,629270,0,619320,598390,0,406780
COG0629,Subdoligranulum variabile TSDC17.2,0,1174600,809150,1538300,1274400,0,272880,0,0,1232200,1531500,1502100,0,1277900,1359100,1979300,2231800,1378500,1497400
COG0631,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859550,0,0,917410
COG0632,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443490,0
COG0633,Escherichia coli TSDC17.2,0,0,0,304390,485610,0,0,0,0,302520,0,0,0,0,0,0,0,0,0
COG0634,Bacteroides ovatus,1381400,4161000,10367000,6757200,2137500,6889900,0,4649100,2766800,8441000,8409900,6474500,9344100,9653300,7655900,2351300,5889600,6552500,4866200
COG0634,Bacteroides cellulosilyticus,0,0,0,0,0,2219800,1483700,1997200,1779500,0,0,0,0,1027600,2259000,951580,2768800,3111600,0
COG0634,Collinsella aerofaciens TSDC17.2,489000,0,3098600,0,1097300,0,883800,0,1016400,0,1070800,0,0,420790,702110,738450,1519400,419750,0
COG0634,Escherichia coli TSDC17.2,2024600,2032700,2242200,1902400,3319300,0,2165300,2118200,2220900,489830,932310,346590,487330,0,584590,950520,1021500,1918100,1516100
COG0634,Subdoligranulum variabile TSDC17.2,350670,857800,0,1111800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0635,Escherichia coli TSDC17.2,0,0,0,419130,0,0,313110,297500,454110,0,0,279590,180820,0,222250,383500,259960,434440,266950
COG0635,Subdoligranulum variabile TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,161880,0,875760,0,0,0
COG0636,Escherichia coli TSDC17.2,6755500,0,12754000,0,4054200,7105700,4378400,5064200,3580800,4132200,7469100,6478000,5988400,3431100,1782800,3033900,7916100,7720300,12622000
COG0637,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867720
COG0637,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,1582000,0,378120,544430,660710,787080,420720,0,0,0,0,0
COG0637,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,2199700,0,0,0,2733200,5594600,0,0,0,0
COG0637,Bacteroides cellulosilyticus,0,0,0,0,0,0,513580,0,0,0,0,0,0,0,824590,794060,0,1675800,717010
COG0637,Bacteroides caccae TSDC17.2,0,0,0,0,2430000,0,0,0,0,1653000,0,0,1486700,0,823520,2017400,0,0,0
COG0637,Collinsella aerofaciens TSDC17.2,0,0,0,0,0,231100,0,0,0,0,192880,0,0,0,0,319530,240650,0,0
COG0637,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,713690,0,0,0,664170,0,0,0,0,1047100
COG0637,Escherichia coli TSDC17.2,0,2621800,2948800,2555500,3540600,0,1441800,1171100,1394500,949110,425410,598410,1348700,1102100,992010,1161600,1460000,2703000,3632200
COG0639,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,442520,0,0,0,0,0,0,0,0,0
COG0639,Bacteroides cellulosilyticus,0,0,845080,0,0,0,702090,0,1175600,0,0,0,0,0,0,651330,419710,477280,364030
COG0639,Collinsella aerofaciens TSDC17.2,0,0,0,1225500,2366600,0,0,0,0,0,0,966320,0,0,1169300,0,0,0,0
COG0640,Collinsella aerofaciens TSDC17.2,0,0,733400,710940,0,0,513680,0,0,0,705630,0,0,0,0,0,0,0,773160
COG0641,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,3926700,0,0,0,0,0,0,0,0,0
COG0641,Bacteroides ovatus,8324800,3418100,0,375890,1284400,830810,0,0,0,1184500,2391900,0,895480,1279200,369390,2332900,508190,2804300,1950100
COG0641,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0641,Bacteroides caccae TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319210,0,0
COG0641,Parabacteroides distasonis TSDC17.2,531490,0,0,343690,0,0,0,302390,0,225680,0,0,0,0,213920,199830,0,0,0
COG0642,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,248510,0,0,0,0,983180,0,0,0,0
COG0642,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,673510,4159300,952720,4176300,2503300,1882700,988080,1205100,497470,0,0
COG0642,Bacteroides thetaiotaomicron VPI-5482,4455900,4077500,7592800,5717100,4690000,0,0,0,0,10235000,8682000,8423200,10139000,2989700,8750800,7318600,10318000,2480600,8487600
COG0642,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,3264200,0,0,0,1386900,5283800,4486000,3428600,2470500,0,2510800,3623900,4467000,0,0
COG0642,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0642,Bacteroides thetaiotaomicron VPI-5482,0,0,762440,0,0,2249400,0,1915300,1823500,1651000,1835900,2466500,2267500,2539700,4290700,1835600,1574800,0,1396000
COG0642,Bacteroides thetaiotaomicron VPI-5482,0,889010,0,0,913720,2954800,1960400,0,2625100,5288900,6410900,5326200,5101200,4458500,7501100,5490800,3399100,6678300,4708400
COG0642,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,0,0,0,294040,0,0,0,0,0,0
COG0642,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,0,215120,0,0,0,0,0,0,0,0
